Newcastle City Council Invoices over �250 paid in January 2014,,,,,,,,,,,,
,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,30/01/2014,MISCELLANEOUS PAYMENTS BACS,6133039,Revenue,3RM18,Insurance Control Susp-Financ,"1,115.83 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,30/01/2014,MISCELLANEOUS PAYMENTS BACS,6133045,Revenue,3RM18,Insurance Control Susp-Financ,997.68 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,24/01/2014,MISCELLANEOUS PAYMENTS CHQ,6127378,Revenue,3RM18,Insurance Control Susp-Financ,"2,000.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,24/01/2014,MISCELLANEOUS PAYMENTS CHQ,6127381,Revenue,3RM18,Insurance Control Susp-Financ,"2,932.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,13/01/2014,MISCELLANEOUS PAYMENTS CHQ,6114634,Revenue,3RM18,Insurance Control Susp-Financ,"12,500.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,30/01/2014,MISCELLANEOUS PAYMENTS CHQ,6133044,Revenue,3RM18,Insurance Control Susp-Financ,480.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,30/01/2014,MISCELLANEOUS PAYMENTS CHQ,6133050,Revenue,3RM18,Insurance Control Susp-Financ,790.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,10/01/2014,MISCELLANEOUS PAYMENTS CHQ,6113177,Revenue,3RM18,Insurance Control Susp-Financ,640.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,10/01/2014,MISCELLANEOUS PAYMENTS CHQ,6113178,Revenue,3RM18,Insurance Control Susp-Financ,640.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,10/01/2014,MISCELLANEOUS PAYMENTS CHQ,6113179,Revenue,3RM18,Insurance Control Susp-Financ,"2,483.55 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,10/01/2014,MISCELLANEOUS PAYMENTS CHQ,6113184,Revenue,3RM18,Insurance Control Susp-Financ,"5,000.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,10/01/2014,MISCELLANEOUS PAYMENTS CHQ,6113185,Revenue,3RM18,Insurance Control Susp-Financ,615.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,10/01/2014,MISCELLANEOUS PAYMENTS CHQ,6113186,Revenue,3RM18,Insurance Control Susp-Financ,"1,300.16 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,10/01/2014,MISCELLANEOUS PAYMENTS CHQ,6113187,Revenue,3RM18,Insurance Control Susp-Financ,627.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,10/01/2014,MISCELLANEOUS PAYMENTS CHQ,6113190,Revenue,3RM18,Insurance Control Susp-Financ,"1,035.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121159,Revenue,3RM18,Insurance Control Susp-Financ,"15,000.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121163,Revenue,3RM18,Insurance Control Susp-Financ,"12,000.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121165,Revenue,3RM18,Insurance Control Susp-Financ,615.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121166,Revenue,3RM18,Insurance Control Susp-Financ,"5,500.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121169,Revenue,3RM18,Insurance Control Susp-Financ,430.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121170,Revenue,3RM18,Insurance Control Susp-Financ,"4,012.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121171,Revenue,3RM18,Insurance Control Susp-Financ,"1,780.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121162,Revenue,3RM18,Insurance Control Susp-Financ,375.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121167,Revenue,3RM18,Insurance Control Susp-Financ,615.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS CHQ,6121168,Revenue,3RM18,Insurance Control Susp-Financ,"5,370.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,22/01/2014,MISCELLANEOUS PAYMENTS CHQ,6124435,Revenue,3RM18,Insurance Control Susp-Financ,"1,500.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,22/01/2014,MISCELLANEOUS PAYMENTS CHQ,6124436,Revenue,3RM18,Insurance Control Susp-Financ,900.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,22/01/2014,MISCELLANEOUS PAYMENTS CHQ,6124438,Revenue,3RM18,Insurance Control Susp-Financ,"3,000.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,08/01/2014,MISCELLANEOUS PAYMENTS CHQ,6110359,Revenue,3RM18,Insurance Control Susp-Financ,500.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,08/01/2014,MISCELLANEOUS PAYMENTS CHQ,6110363,Revenue,3RM18,Insurance Control Susp-Financ,"5,368.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,15/01/2014,MISCELLANEOUS PAYMENTS CHQ,6117942,Revenue,3RM18,Insurance Control Susp-Financ,"2,244.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,15/01/2014,MISCELLANEOUS PAYMENTS CHQ,6117943,Revenue,3RM18,Insurance Control Susp-Financ,"7,400.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,22/01/2014,MISCELLANEOUS PAYMENTS CHQ,6124434,Revenue,3RM18,Insurance Control Susp-Financ,"5,500.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,22/01/2014,MISCELLANEOUS PAYMENTS CHQ,6124437,Revenue,3RM18,Insurance Control Susp-Financ,585.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,27/01/2014,MISCELLANEOUS PAYMENTS CHQ,6128581,Revenue,3RM18,Insurance Control Susp-Financ,"2,049.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,17/01/2014,MISCELLANEOUS PAYMENTS CHQ,6120371,Revenue,3RM18,Insurance Control Susp-Financ,566.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,30/01/2014,MISCELLANEOUS PAYMENTS CHQ,6133043,Revenue,3RM18,Insurance Control Susp-Financ,"10,500.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,03/01/2014,MISCELLANEOUS PAYMENTS RETAINED,6107482,Revenue,3RM18,Insurance Control Susp-Financ,"2,500.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,23/01/2014,MISCELLANEOUS PAYMENTS RETAINED,6125843,Revenue,3RM18,Insurance Control Susp-Financ,"8,000.00 ",,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,23/01/2014,MISCELLANEOUS PAYMENTS RETAINED,6125844,Revenue,3RM18,Insurance Control Susp-Financ,615.00 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,20/01/2014,MISCELLANEOUS PAYMENTS RETAINED,6121173,Revenue,3RM18,Insurance Control Susp-Financ,491.74 ,,,
Adult and Culture,Miscellaneous Payments,Supplies & Services,30/01/2014,MISCELLANEOUS PAYMENTS RETAINED,6133041,Revenue,3RM18,Insurance Control Susp-Financ,295.25 ,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,03/01/2014,MISCO,6100745,Revenue,1CC51,Civic Centre CSC,273.73 ,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,10/01/2014,MITCHELL DIESEL LTD,6112570,Revenue,3KES1,Fleetmaster Stores Account,367.70 ,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/01/2014,MITIE PROPERTY SERVICES (NORTHERN) LTD,6118944,Revenue,1KVWC,Minor Works Contracts,"11,456.05 ",,,
Environment & Regeneration,Outer West Pool            ,Supplies & Services,08/01/2014,MIW OFFICE SOLUTIONS,6110495,Revenue,1KL1C,Outer West Pool,303.48 ,,,
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,22/01/2014,MOLSON COORS BREWING COMPANY,6124117,Revenue,1KL3D,City Hall Catering,"5,911.76 ",,,
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,09/01/2014,MOLSON COORS BREWING COMPANY,6110216,Revenue,1KL3D,City Hall Catering,"1,262.55 ",,,
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,16/01/2014,MOLSON COORS BREWING COMPANY,6111027,Revenue,1KL3D,City Hall Catering,"4,991.00 ",,,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,31/01/2014,MOLSON COORS BREWING COMPANY,6086421,Revenue,1KF07,Banqueting Suite,533.71 ,,,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,22/01/2014,MOLSON COORS BREWING COMPANY,6114098,Revenue,1KF07,Banqueting Suite,"2,042.96 ",,,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,31/01/2014,MOLSON COORS BREWING COMPANY,6086421,Revenue,1KF07,Banqueting Suite,241.62 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,10/01/2014,MOMENTUM,6112345,Revenue,1MH50,Ind Home Spot Pur PD,"1,159.20 ",,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,10/01/2014,MOMENTUM,6113038,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,252.55 ",,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,16/01/2014,MOMENTUM,6118469,Revenue,1MG50,Ind Home Spot Pur Elderly,502.20 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119793,Revenue,1MH50,Ind Home Spot Pur PD,528.80 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119794,Revenue,1MH50,Ind Home Spot Pur PD,322.40 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119795,Revenue,1MH50,Ind Home Spot Pur PD,"1,481.80 ",,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119796,Revenue,1MH50,Ind Home Spot Pur PD,403.80 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119797,Revenue,1MH50,Ind Home Spot Pur PD,402.70 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119798,Revenue,1MH50,Ind Home Spot Pur PD,712.40 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119799,Revenue,1MH50,Ind Home Spot Pur PD,421.60 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119801,Revenue,1MH50,Ind Home Spot Pur PD,"1,132.60 ",,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119802,Revenue,1MH50,Ind Home Spot Pur PD,496.00 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119803,Revenue,1MH50,Ind Home Spot Pur PD,480.20 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119805,Revenue,1MH50,Ind Home Spot Pur PD,303.80 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119806,Revenue,1MH50,Ind Home Spot Pur PD,"1,884.50 ",,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/01/2014,MOMENTUM,6119832,Revenue,1MG50,Ind Home Spot Pur Elderly,396.80 ,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,22/01/2014,MOMENTUM,6124106,Revenue,1MH50,Ind Home Spot Pur PD,302.50 ,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,16/01/2014,MONKCHESTER COMMUNITY ASSOCIATION,6118999,Revenue,1KN63,Walker Ward,"4,000.00 ",,,
HRA,HRA Income                 ,Supplies & Services,27/01/2014,MOORCROFT DEBT RECOVERY LIMITED,6122735,Revenue,1HCTF,HRA Income-Debt Recovery Team,287.99 ,,,
Children's Services,Invoice,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105123,Revenue,1KM1E,Voids 2.5 East,127.98 ,,,
Children's Services,Invoice,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105124,Revenue,1KM1C,Voids 2.5 Central,187.91 ,,,
Children's Services,Invoice,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105125,Revenue,1KM1W,Voids 2.5 West,194.05 ,,,
Children's Services,Invoice,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105126,Revenue,1KM1C,Voids 2.5 Central,247.74 ,,,
Children's Services,Invoice,Supplies & Services,20/01/2014,MOORES FURNITURE GROUP LTD,6113255,Revenue,1KM1E,Voids 2.5 East,328.24 ,,,
Children's Services,Invoice,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105123,Revenue,1KM1E,Voids 2.5 East,169.60 ,,,
Children's Services,Invoice,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105124,Revenue,1KM1C,Voids 2.5 Central,75.97 ,,,
Children's Services,Invoice,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105125,Revenue,1KM1W,Voids 2.5 West,102.13 ,,,
Children's Services,Invoice,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105126,Revenue,1KM1C,Voids 2.5 Central,49.48 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/01/2014,MOORES FURNITURE GROUP LTD,6113119,Revenue,1KM1C,Voids 2.5 Central,71.01 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,24/01/2014,MOORES FURNITURE GROUP LTD,6119673,Revenue,1KM1C,Voids 2.5 Central,230.35 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,24/01/2014,MOORES FURNITURE GROUP LTD,6126776,Revenue,1KM1W,Voids 2.5 West,112.32 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,24/01/2014,MOORES FURNITURE GROUP LTD,6119673,Revenue,1KM1C,Voids 2.5 Central,192.13 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,24/01/2014,MOORES FURNITURE GROUP LTD,6126776,Revenue,1KM1W,Voids 2.5 West,272.14 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/01/2014,MOORES FURNITURE GROUP LTD,6113119,Revenue,1KM1C,Voids 2.5 Central,270.83 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,23/01/2014,MOORES FURNITURE GROUP LTD,6120833,Revenue,1KM1E,Voids 2.5 East,60.87 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,23/01/2014,MOORES FURNITURE GROUP LTD,6120833,Revenue,1KM1E,Voids 2.5 East,328.44 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6057776,Revenue,1KM1C,Voids 2.5 Central,279.78 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6092221,Revenue,1KM1W,Voids 2.5 West,241.74 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105127,Revenue,1KM1C,Voids 2.5 Central,161.29 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,31/01/2014,MOORES FURNITURE GROUP LTD,5748623,Revenue,1KM1E,Voids 2.5 East,378.64 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,31/01/2014,MOORES FURNITURE GROUP LTD,5814026,Revenue,1KM1W,Voids 2.5 West,186.22 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,31/01/2014,MOORES FURNITURE GROUP LTD,6082627,Revenue,1KM1W,Voids 2.5 West,275.50 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6057776,Revenue,1KM1C,Voids 2.5 Central,96.28 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6092221,Revenue,1KM1W,Voids 2.5 West,142.44 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/01/2014,MOORES FURNITURE GROUP LTD,6105127,Revenue,1KM1C,Voids 2.5 Central,253.27 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,31/01/2014,MOORES FURNITURE GROUP LTD,5814026,Revenue,1KM1W,Voids 2.5 West,252.00 ,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,31/01/2014,MOORES FURNITURE GROUP LTD,6082627,Revenue,1KM1W,Voids 2.5 West,176.64 ,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,29/01/2014,MOORES FURNITURE GROUP LTD,6127025,Revenue,3KIMD,Other Stores Stock Account,384.60 ,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,29/01/2014,MOORES FURNITURE GROUP LTD,6127028,Revenue,3KIMD,Other Stores Stock Account,327.50 ,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/01/2014,MOORES FURNITURE GROUP LTD,6106628,Revenue,3KIMD,Other Stores Stock Account,"1,597.00 ",,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,15/01/2014,MOORES FURNITURE GROUP LTD,6107273,Revenue,3KIMD,Other Stores Stock Account,252.00 ,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",14/01/2014,MOORFIELD HOUSE,6115952,Revenue,1MG10,Ind Nursing Care Elderly,"-4,890.36 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",14/01/2014,MOORFIELD HOUSE,6115952,Revenue,1MG20,Ind Res Care Elderly,-627.84 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,MOORFIELD HOUSE,6115952,Revenue,1MG10,Ind Nursing Care Elderly,"25,831.80 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,MOORFIELD HOUSE,6115952,Revenue,1MG20,Ind Res Care Elderly,"1,813.76 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,MOORFIELD HOUSE,6115952,Revenue,3WH77,Free Nursing Care Com Care,"3,952.44 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,MOORFIELD HOUSE,6115952,Revenue,3WH93,Continuing Care,"2,195.80 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,MOORFIELD HOUSE,6116087,Revenue,3WH78,Fre Nursing Care Out of Area,439.16 ,,,
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,14/01/2014,MOTT MACDONALD UK LTD,6115885,Revenue,1V048,CongestionPerformance Fund,"1,136.79 ",,,
