Newcastle City Council Invoices over �250 paid in September 2014,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LEAGREEN COURT RESIDENTS,6367553,Revenue,1MG10,Ind Nursing Care Elderly,"27,620.24",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LEAGREEN COURT RESIDENTS,6367553,Revenue,1MG20,Ind Res Care Elderly,"17,579.69",
Children's Services,Schools Payment Agency                 ,Employees,29/09/2014,LEARNING & TRAINING CONSULTANCY LTD,6371159,Revenue,1E+81,St. Charles R.C. Primary,416.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,29/09/2014,LEARNING & TRAINING CONSULTANCY LTD,6371054,Revenue,1E+56,St. John's Primary,416.00,
Chief Executive's,CD - Human Resources             ,Supplies & Services,19/09/2014,LEARNING POOL,6365500,Revenue,1FP70,Strategic HR,"9,000.00",
Children's Services,Beech Hill First School                ,Supplies & Services,08/09/2014,LEGO EDUCATION EUROPE LIMITED,6353697,Revenue,1E+20,Beech Hill Primary,"1,549.99",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LENORE CARE HOME,6367680,Revenue,1MM20,Ind Res Care MH,"1,782.52",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,08/09/2014,LEONARD CHESHIRE DISABILITY,6352396,Revenue,1MK60,Ind Day Care LD,424.20,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,26/09/2014,LEONARD CHESHIRE DISABILITY,6360551,Revenue,1MK60,Ind Day Care LD,339.36,
Adult and Culture,Social Services                        ,Third Party Payments,01/09/2014,LEONARD CHESHIRE DISABILITY,6340580,Revenue,1MH60,Ind Day Care PD,"7,893.60",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,LEONARD CHESHIRE FOUNDATION,6355050,Revenue,1MH10,Ind Nursing Care PD,-315.40,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,LEONARD CHESHIRE FOUNDATION,6355081,Revenue,1MG10,Ind Nursing Care Elderly,-495.80,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,LEONARD CHESHIRE FOUNDATION,6355081,Revenue,1MH10,Ind Nursing Care PD,"-1,277.08",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,LEONARD CHESHIRE FOUNDATION,6355081,Revenue,1MK20,Ind Res Care LD,-438.65,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,LEONARD CHESHIRE FOUNDATION,6355050,Revenue,1MH10,Ind Nursing Care PD,"4,518.20",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,LEONARD CHESHIRE FOUNDATION,6355081,Revenue,1MG10,Ind Nursing Care Elderly,"15,813.36",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,LEONARD CHESHIRE FOUNDATION,6355081,Revenue,1MH10,Ind Nursing Care PD,"47,111.60",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,LEONARD CHESHIRE FOUNDATION,6355081,Revenue,1MK20,Ind Res Care LD,"2,802.80",
Children's Services,Walker Secon/High School               ,Supplies & Services,24/09/2014,LESAR UK LTD,6369098,Revenue,1E+137,Walker Comprehensive,587.50,
Children's Services,Youth Offending Team       ,Supplies & Services,10/09/2014,LEWIS'S MEDICAL SUPPLIES,6339686,Revenue,1MR52,Adults Admin Pool,316.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,12/09/2014,LEXIA UK,6359617,Revenue,1E+13,Cheviot Primary,"1,436.00",
Children's Services,Walker Secon/High School               ,Supplies & Services,18/09/2014,LEXIA UK,6364217,Revenue,1E+137,Walker Comprehensive,942.00,
Chief Executive's,CD - Business Dev Centres        ,Transport,26/09/2014,LIAM WARD,6371279,Revenue,1DE50,i6- Charlotte Square NEC,"2,400.00",
Children's Services,Schools Payment Agency                 ,Supplies & Services,18/09/2014,LIFE CHANNEL LTD,6364043,Revenue,1E+13,Cheviot Primary,850.00,
Environment & Regeneration,NS: Asset Man              ,Premises,12/09/2014,LIFE FITNESS [UK] LTD,6339860,Revenue,1KL1D,East End Pool,"6,814.92",
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,05/09/2014,LIFE FITNESS [UK] LTD,6337050,Revenue,1KL2D,Walker Activity Dome,"1,265.74",
Adult and Culture,Social Services-Care Support           ,Third Party Payments,01/09/2014,LIFELINE PROJECT LTD,6346565,Revenue,1ML09,PH - Drugs and alcohol,"27,631.80",
Adult and Culture,Social Services-Care Support           ,Third Party Payments,29/09/2014,LIFELINE PROJECT LTD,6371969,Revenue,1ML09,PH - Drugs and alcohol,"27,631.80",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/09/2014,LIFEWAYS COMMUNITY CARE,6347454,Revenue,1MK50,Ind Supported Living LD,"-5,244.82",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/09/2014,LIFEWAYS COMMUNITY CARE,6373266,Revenue,1MK50,Ind Supported Living LD,"-1,288.08",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,LIFEWAYS COMMUNITY CARE,6347431,Revenue,1MK50,Ind Supported Living LD,"2,016.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,LIFEWAYS COMMUNITY CARE,6347431,Revenue,1MK51,Ind Home-Per Care LD,"16,140.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,LIFEWAYS COMMUNITY CARE,6347431,Revenue,1MK55,Dom Care Family/Carer LD,"5,376.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,LIFEWAYS COMMUNITY CARE,6347454,Revenue,1MK50,Ind Supported Living LD,"96,184.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LIFEWAYS COMMUNITY CARE,6373266,Revenue,1MK50,Ind Supported Living LD,"95,949.60",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LIFEWAYS COMMUNITY CARE,6373389,Revenue,1MK50,Ind Supported Living LD,"2,016.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LIFEWAYS COMMUNITY CARE,6373389,Revenue,1MK51,Ind Home-Per Care LD,"15,996.50",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LIFEWAYS COMMUNITY CARE,6373389,Revenue,1MK55,Dom Care Family/Carer LD,"5,376.00",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6339598,Revenue,1MH50,Ind Home Spot Pur PD,"1,170.75",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6339694,Revenue,1MH50,Ind Home Spot Pur PD,347.70,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6340205,Revenue,1MH50,Ind Home Spot Pur PD,"9,516.84",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6340222,Revenue,1MH50,Ind Home Spot Pur PD,"3,477.00",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6345430,Revenue,1MH50,Ind Home Spot Pur PD,410.20,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6345539,Revenue,1MH50,Ind Home Spot Pur PD,"1,781.20",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6350902,Revenue,1MG50,Ind Home Spot Pur Elderly,827.02,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6351322,Revenue,1MG50,Ind Home Spot Pur Elderly,"2,019.20",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/09/2014,LINCOLN HEALTHCARE GROUP LTD,6339617,Revenue,1MH50,Ind Home Spot Pur PD,"1,165.10",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/09/2014,LINCOLN HEALTHCARE GROUP LTD,6340230,Revenue,1MH50,Ind Home Spot Pur PD,"2,379.21",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/09/2014,LINCOLN HEALTHCARE GROUP LTD,6350900,Revenue,1MG50,Ind Home Spot Pur Elderly,644.80,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/09/2014,LINCOLN HEALTHCARE GROUP LTD,6351938,Revenue,1MM50,Ind Home - Spot Pur MH,256.20,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/09/2014,LINCOLN HEALTHCARE GROUP LTD,6352076,Revenue,1MM50,Ind Home - Spot Pur MH,"2,340.37",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/09/2014,LINCOLN HEALTHCARE GROUP LTD,6352082,Revenue,1MM50,Ind Home - Spot Pur MH,793.52,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/09/2014,LINCOLN HEALTHCARE GROUP LTD,6352636,Revenue,1MM50,Ind Home - Spot Pur MH,780.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,LINCOLN HEALTHCARE GROUP LTD,6347426,Revenue,1MH50,Ind Home Spot Pur PD,288.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,LINCOLN HEALTHCARE GROUP LTD,6347426,Revenue,1MK51,Ind Home-Per Care LD,192.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/09/2014,LINCOLN HEALTHCARE GROUP LTD,6347426,Revenue,1MK55,Dom Care Family/Carer LD,"1,920.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373319,Revenue,1MH50,Ind Home Spot Pur PD,"1,110.20",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373320,Revenue,1MH50,Ind Home Spot Pur PD,"9,672.19",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373322,Revenue,1MM50,Ind Home - Spot Pur MH,292.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373323,Revenue,1MH50,Ind Home Spot Pur PD,256.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373324,Revenue,1MM50,Ind Home - Spot Pur MH,341.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373325,Revenue,1MH50,Ind Home Spot Pur PD,463.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373326,Revenue,1MG50,Ind Home Spot Pur Elderly,"2,579.20",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373328,Revenue,1MH50,Ind Home Spot Pur PD,"1,805.60",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373329,Revenue,1MG50,Ind Home Spot Pur Elderly,256.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373384,Revenue,1MH50,Ind Home Spot Pur PD,291.15,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373384,Revenue,1MK51,Ind Home-Per Care LD,192.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/09/2014,LINCOLN HEALTHCARE GROUP LTD,6373384,Revenue,1MK55,Dom Care Family/Carer LD,"1,824.00",
Children's Services,Childrens Services Support       ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6337019,Revenue,1MD66,CWD Care Packages,406.00,
Children's Services,Childrens Services Support       ,Third Party Payments,04/09/2014,LINCOLN HEALTHCARE GROUP LTD,6341525,Revenue,1MD66,CWD Care Packages,306.83,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,LINDISFARNE (CARE HOME,6367574,Revenue,1MG10,Ind Nursing Care Elderly,-560.04,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE (CARE HOME,6367574,Revenue,1MG10,Ind Nursing Care Elderly,"1,788.00",
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367627,Revenue,4WX13,Ind Sector Client Loan Fund,"1,015.88",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367627,Revenue,1MG10,Ind Nursing Care Elderly,"-4,513.28",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367627,Revenue,1MG20,Ind Res Care Elderly,"-8,550.76",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367627,Revenue,1MH10,Ind Nursing Care PD,-397.20,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367628,Revenue,1MG10,Ind Nursing Care Elderly,-975.16,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367628,Revenue,1MG20,Ind Res Care Elderly,590.79,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367627,Revenue,1MG10,Ind Nursing Care Elderly,"57,685.45",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367627,Revenue,1MG20,Ind Res Care Elderly,"41,421.62",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367627,Revenue,1MH10,Ind Nursing Care PD,"5,707.12",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367627,Revenue,1MM10,Ind Nursing Care MH,"3,443.56",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367628,Revenue,1MG10,Ind Nursing Care Elderly,"4,803.54",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367628,Revenue,1MG20,Ind Res Care Elderly,"-1,872.86",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE CARE HOME - THROCKLEY,6367714,Revenue,1MG10,Ind Nursing Care Elderly,887.12,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,LINDISFARNE N H,6367562,Revenue,1MG20,Ind Res Care Elderly,-495.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE N H,6367562,Revenue,1MG10,Ind Nursing Care Elderly,"1,824.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINDISFARNE N H,6367562,Revenue,1MG20,Ind Res Care Elderly,"1,684.00",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,LINKAGE COMMUNITY TRUST,6367551,Revenue,1MK20,Ind Res Care LD,-345.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,LINKAGE COMMUNITY TRUST,6367551,Revenue,1MK20,Ind Res Care LD,"2,244.40",
Children's Services,Educ School Planning    ,Third Party Payments,30/09/2014,LINTHORPE PROPERTY MANAGEMENT,6372523,Revenue,1MF01,16+ Team (YP),"1,125.00",
Children's Services,Educ School Planning    ,Supplies & Services,01/09/2014,LITTLE ANGELS,6346588,Revenue,1EEP5,2Yr Old Learning & Childcare,"5,080.38",
Children's Services,Educ School Planning    ,Supplies & Services,01/09/2014,LITTLE BUTTERFLIES CHILDCARE LTD,6346537,Revenue,1MF10,Adoption Payments,483.00,
Children's Services,Int Childhood Services     ,Supplies & Services,10/09/2014,LITTLE LEARNERS (NE),6352294,Revenue,1E20C,Sen Early Years Funding Panel,342.00,
Children's Services,Educ School Planning    ,Supplies & Services,01/09/2014,LITTLE LEARNERS (NE),6346584,Revenue,1EEP5,2Yr Old Learning & Childcare,"8,286.29",
Children's Services,Educ School Planning    ,Third Party Payments,03/09/2014,LIVE SMART @ HOME GROUP,6349585,Revenue,1MF01,16+ Team (YP),"3,010.00",
Children's Services,Schools Payment Agency                 ,Employees,10/09/2014,LIZ BAILEY EDUCATION,6357066,Revenue,1E+74,English Martyrs R.C. Primary,995.00,
